Model,Stripe,Threshold,MCC,Coefs,Median Threshold,Median MCC
"('Ama__6', 'Antp__6', 'CG8147__6', 'emc__6')",3,0.7,0.20183941036260092,[[-0.13564995  6.2915138  -4.8993179   4.95651697]],0.7,0.20183941036260092
"('Ama__6', 'Antp__6', 'CG8147__6', 'emc__6')",5,0.7,0.08159740512369987,[[ 2.21347436 -0.97819504 -1.54369376 -3.04162359]],0.7,0.08159740512369987
"('Ama__6', 'Antp__6', 'CG8147__6', 'emc__6')",1+2,0.76,0.4709745073076991,[[ 1.06977601  5.7139556  -4.99440561 -0.75494839]],0.79,0.46951091461093497
"('Ama__6', 'Antp__6', 'CG8147__6', 'emc__6')",4+6+7,0.72,0.16821155413684546,[[ 2.31634007 -0.70948806  1.78961038 -6.09071965]],0.7,0.16195954977234261
"('Ama__6', 'Antp__6', 'CG8147__6', 'eve__6')",3,0.7,0.21381584612557128,[[ 0.86943657  5.2152409  -5.59055299 -1.78822341]],0.7,0.21381584612557128
"('Ama__6', 'Antp__6', 'CG8147__6', 'eve__6')",5,0.7,0.10794106094229282,[[ 1.9916593  -0.73188806 -2.28418128 -2.82017687]],0.7,0.10794106094229282
"('Ama__6', 'Antp__6', 'CG8147__6', 'eve__6')",1+2,0.86,0.5005544919890782,[[ 1.54568404  7.35822949 -6.07316322 -6.34948356]],0.79,0.4927252868129286
"('Ama__6', 'Antp__6', 'CG8147__6', 'eve__6')",4+6+7,0.72,0.2198064403503379,[[ 1.79533588 -0.37588491  1.14174273 -2.57370923]],0.7,0.21540506812402177
"('Ama__6', 'Antp__6', 'CG8147__6', 'fj__6')",3,0.7,0.296770260924902,[[  0.24477179   6.45066637  -6.46816987 -21.81949252]],0.7,0.296770260924902
"('Ama__6', 'Antp__6', 'CG8147__6', 'fj__6')",5,0.7,0.12722531003215742,[[ 2.36341212 -0.46578523 -2.57146467 -8.14056006]],0.7,0.12722531003215742
"('Ama__6', 'Antp__6', 'CG8147__6', 'fj__6')",1+2,0.73,0.4479146570858553,[[ 0.74070833  6.53641099 -4.3527685   5.50617668]],0.79,0.44238484589164273
"('Ama__6', 'Antp__6', 'CG8147__6', 'fj__6')",4+6+7,0.74,0.228888862968126,[[ 1.28614769 -0.5939109   2.2830302   3.76073089]],0.7,0.2145820633834695
"('Ama__6', 'Antp__6', 'CG8147__6', 'fkh__6')",3,0.7,0.29361047824612263,[[  0.68136455   6.93299263  -5.96724245 -48.24829977]],0.7,0.29361047824612263
"('Ama__6', 'Antp__6', 'CG8147__6', 'fkh__6')",5,0.72,0.19980894483744108,[[  1.82586623  -0.85354096   0.262137   -52.71811886]],0.7,0.19586025489700762
"('Ama__6', 'Antp__6', 'CG8147__6', 'fkh__6')",1+2,0.8,0.478431210229633,[[ 0.77071176  5.50563894 -4.00753999 -2.26899237]],0.79,0.4746195975425082
"('Ama__6', 'Antp__6', 'CG8147__6', 'fkh__6')",4+6+7,0.7,0.38183176443613404,[[ -0.1903796   -1.75221597  12.89792461 -19.48192583]],0.7,0.38183176443613404
"('Ama__6', 'Antp__6', 'CG8147__6', 'gk__6')",3,0.7,0.20841515376644598,[[ 1.05154279  7.04041146 -6.77777997  4.02048207]],0.7,0.20841515376644598
"('Ama__6', 'Antp__6', 'CG8147__6', 'gk__6')",5,0.82,0.26794557641053446,[[ 2.47361396  0.09645152 -2.93828422  5.02494481]],0.7,0.2607861369637199
"('Ama__6', 'Antp__6', 'CG8147__6', 'gk__6')",1+2,0.8,0.45816091358575806,[[ 0.75690048  6.13498036 -4.49722237 -1.93122656]],0.79,0.4548664213464762
"('Ama__6', 'Antp__6', 'CG8147__6', 'gk__6')",4+6+7,0.7,0.1574335117023516,[[ 1.56204357 -0.22504293  2.0199022   1.51711231]],0.7,0.1574335117023516
"('Ama__6', 'Antp__6', 'CG8147__6', 'h__6')",3,0.7,0.20404495263911465,[[ 0.62523122  5.26636388 -5.7433197  -1.58186153]],0.7,0.20404495263911465
"('Ama__6', 'Antp__6', 'CG8147__6', 'h__6')",5,0.72,0.09350410185457844,[[ 1.86638422 -0.75313694 -1.44660469  0.48587827]],0.7,0.08142089330679657
"('Ama__6', 'Antp__6', 'CG8147__6', 'h__6')",1+2,0.79,0.47402291816328745,[[ 0.92719049  5.72028461 -5.2918542  -0.44653452]],0.79,0.47402291816328745
"('Ama__6', 'Antp__6', 'CG8147__6', 'h__6')",4+6+7,0.71,0.2263678559307802,[[ 1.36073829 -0.34300468  1.37626988 -1.39779559]],0.7,0.2241519951700526
"('Ama__6', 'Antp__6', 'CG8147__6', 'hkb__6')",3,0.7,0.24906075466322897,[[  0.38976269   6.45771164  -7.20173521 -19.18610698]],0.7,0.24906075466322897
"('Ama__6', 'Antp__6', 'CG8147__6', 'hkb__6')",5,0.74,0.14230863501793042,[[  1.73333749  -0.31155005  -2.66108288 -17.04785217]],0.7,0.12358219246516147
"('Ama__6', 'Antp__6', 'CG8147__6', 'hkb__6')",1+2,0.79,0.47277651632458545,[[ 0.9166721   5.76880852 -4.91870799 -0.32591224]],0.79,0.47277651632458545
"('Ama__6', 'Antp__6', 'CG8147__6', 'hkb__6')",4+6+7,0.7,0.2598929027046297,[[  0.95317686  -0.42937629   2.32241012 -21.61732379]],0.7,0.2598929027046297
"('Ama__6', 'Antp__6', 'CG8147__6', 'jumu__6')",3,0.7,0.26043298799356657,[[ 1.08432142  7.46205141 -5.46473134 -4.30570066]],0.7,0.26043298799356657
"('Ama__6', 'Antp__6', 'CG8147__6', 'jumu__6')",5,0.7,0.10411434511836147,[[ 1.74582342 -0.75294055 -1.44322825  0.28640741]],0.7,0.10411434511836147
"('Ama__6', 'Antp__6', 'CG8147__6', 'jumu__6')",1+2,0.82,0.47627903824030277,[[ 1.18010192  6.04275354 -5.15476135 -1.36254452]],0.79,0.4667149851411492
"('Ama__6', 'Antp__6', 'CG8147__6', 'jumu__6')",4+6+7,0.7,0.18897784408994758,[[ 1.41631859 -0.4029748   1.92951024  0.33152814]],0.7,0.18897784408994758
"('Ama__6', 'Antp__6', 'CG8147__6', 'ken__6')",3,0.71,0.2277654889214513,[[  0.05588309   4.4385268   -5.37602239 -21.24517187]],0.7,0.22450516216983651
"('Ama__6', 'Antp__6', 'CG8147__6', 'ken__6')",5,0.71,0.27048491283439546,[[  0.90928886  -2.30271574  -2.71010698 -36.62603886]],0.7,0.2681306306690827
"('Ama__6', 'Antp__6', 'CG8147__6', 'ken__6')",1+2,0.7,0.5668397162662748,[[ 2.34590224  7.63389349 -7.27396853  6.47066568]],0.79,0.5436807713235197
"('Ama__6', 'Antp__6', 'CG8147__6', 'ken__6')",4+6+7,0.73,0.36068120642650525,[[ 1.88590831 -0.51104256  1.27800966  2.33295432]],0.7,0.3415624052462182
"('Ama__6', 'Antp__6', 'CG8147__6', 'kni__6')",3,0.7,0.15631023675978822,[[ 0.85730831  4.73841421 -5.91095618 -1.95432417]],0.7,0.15631023675978822
"('Ama__6', 'Antp__6', 'CG8147__6', 'kni__6')",5,0.71,0.06887685136019436,[[ 1.86034975 -0.9143444  -1.87996066 -0.6626161 ]],0.7,0.06871956782251883
"('Ama__6', 'Antp__6', 'CG8147__6', 'kni__6')",1+2,0.85,0.45025104915207814,[[  1.20564106   4.92370423  -7.83601597 -12.39561827]],0.79,0.4327707143853095
"('Ama__6', 'Antp__6', 'CG8147__6', 'kni__6')",4+6+7,0.7,0.18018233585723967,[[ 1.47002481 -0.25378979  1.95175096  0.26996213]],0.7,0.18018233585723967
"('Ama__6', 'Antp__6', 'CG8147__6', 'knrl__6')",3,0.7,0.26541903801351097,[[  0.45723155   6.13432095  -9.2980531  -19.3495209 ]],0.7,0.26541903801351097
"('Ama__6', 'Antp__6', 'CG8147__6', 'knrl__6')",5,0.7,0.05739389307627317,[[ 1.87750294 -1.21098434 -3.12583361 -7.02194002]],0.7,0.05739389307627317
"('Ama__6', 'Antp__6', 'CG8147__6', 'knrl__6')",1+2,0.8,0.4749319364945625,[[ 0.8745562   5.09985581 -6.87051115 -6.90489551]],0.79,0.47097355540105496
"('Ama__6', 'Antp__6', 'CG8147__6', 'knrl__6')",4+6+7,0.72,0.24653380062882557,[[  1.38932792  -1.21448063  -0.05020326 -11.99015197]],0.7,0.24168346064133164
"('Ama__6', 'Antp__6', 'CG8147__6', 'lok__6')",3,0.7,0.21656146562216444,[[ 2.21646378  3.22572637 -3.40247771  3.87598918]],0.7,0.21656146562216444
"('Ama__6', 'Antp__6', 'CG8147__6', 'lok__6')",5,0.7,0.14158185648308058,[[  1.3147255    2.20442442  -4.06614713 -14.31225474]],0.7,0.14158185648308058
"('Ama__6', 'Antp__6', 'CG8147__6', 'lok__6')",1+2,0.78,0.4460383469978261,[[ 1.71546928  4.69561868 -3.76595415  2.86400047]],0.79,0.44177044485712263
"('Ama__6', 'Antp__6', 'CG8147__6', 'lok__6')",4+6+7,0.7,0.2828850996338939,[[  0.75080325   1.85737909   0.39088188 -10.19047894]],0.7,0.2828850996338939
"('Ama__6', 'Antp__6', 'CG8147__6', 'mfas__6')",3,0.7,0.1593824942511232,[[ 0.54858201  5.46934051 -5.08111998 -0.43601865]],0.7,0.1593824942511232
"('Ama__6', 'Antp__6', 'CG8147__6', 'mfas__6')",5,0.71,0.11823938744868055,[[ 1.0179664  -0.24211302 -2.40235333 -3.55846744]],0.7,0.11487005974657456
"('Ama__6', 'Antp__6', 'CG8147__6', 'mfas__6')",1+2,0.79,0.4724932993604521,[[ 1.04124937  5.73064783 -5.00321217  0.26930156]],0.79,0.4724932993604521
"('Ama__6', 'Antp__6', 'CG8147__6', 'mfas__6')",4+6+7,0.7,0.19774669308144396,[[ 1.62539555 -0.43262661  1.93262368  0.51785274]],0.7,0.19774669308144396
"('Ama__6', 'Antp__6', 'CG8147__6', 'noc__6')",3,0.7,0.19880329003931682,[[  0.2678019    5.12748056  -7.10867811 -10.86871962]],0.7,0.19880329003931682
"('Ama__6', 'Antp__6', 'CG8147__6', 'noc__6')",5,0.7,0.1418205252067594,[[  1.37181479  -1.15975191  -3.4119961  -12.0796672 ]],0.7,0.1418205252067594
"('Ama__6', 'Antp__6', 'CG8147__6', 'noc__6')",1+2,0.78,0.5161213353522394,[[ 2.1847473   8.7794722  -0.08070866  6.78000876]],0.79,0.5142231996597676
"('Ama__6', 'Antp__6', 'CG8147__6', 'noc__6')",4+6+7,0.72,0.1342877913216441,[[ 1.23084849 -0.91127798  0.88376363 -5.38035152]],0.7,0.13277241784298563
"('Ama__6', 'Antp__6', 'CG8147__6', 'nub__6')",3,0.7,0.18728471124431217,[[ 1.01371195  5.28234018 -5.29129378 -1.66299932]],0.7,0.18728471124431217
"('Ama__6', 'Antp__6', 'CG8147__6', 'nub__6')",5,0.7,0.2673478267600025,[[ 0.52088176 -0.87847729 -0.41901269  6.10495501]],0.7,0.2673478267600025
"('Ama__6', 'Antp__6', 'CG8147__6', 'nub__6')",1+2,0.88,0.4899013265105098,[[  2.30267981   5.43899691  -7.21958093 -14.98800917]],0.79,0.4352985236246525
"('Ama__6', 'Antp__6', 'CG8147__6', 'nub__6')",4+6+7,0.71,0.1706450871849895,[[ 0.89533071 -0.11916012  2.88033866  2.49130722]],0.7,0.16975724741541767
"('Ama__6', 'Antp__6', 'CG8147__6', 'numb__6')",3,0.7,0.2004789502190981,[[ 0.2604862   4.9279645  -6.13963699 -2.10193254]],0.7,0.2004789502190981
"('Ama__6', 'Antp__6', 'CG8147__6', 'numb__6')",5,0.7,0.0849311116422231,[[ 1.79058144 -0.69370925 -1.61265386 -0.09891676]],0.7,0.0849311116422231
"('Ama__6', 'Antp__6', 'CG8147__6', 'numb__6')",1+2,0.8,0.4317561047735323,[[ 0.44039096  6.18699115 -5.73935357 -2.63834299]],0.79,0.4300575263828801
"('Ama__6', 'Antp__6', 'CG8147__6', 'numb__6')",4+6+7,0.7,0.18581455034204117,[[ 0.91610742 -0.62019839  1.00435277 -2.46561535]],0.7,0.18581455034204117
"('Ama__6', 'Antp__6', 'CG8147__6', 'oc__6')",3,0.7,0.28724273282796714,[[  0.48118556   4.9868394   -6.82893599 -21.24786083]],0.7,0.28724273282796714
"('Ama__6', 'Antp__6', 'CG8147__6', 'oc__6')",5,0.7,0.08144940636970138,[[  1.50984817  -1.7641369   -2.97956683 -11.41359908]],0.7,0.08144940636970138
"('Ama__6', 'Antp__6', 'CG8147__6', 'oc__6')",1+2,0.81,0.4795927372829538,[[ 0.57022535  5.00347903 -5.91414683 -4.65809662]],0.79,0.474316652033636
"('Ama__6', 'Antp__6', 'CG8147__6', 'oc__6')",4+6+7,0.7,0.20359413171441285,[[  1.15626967  -1.73935541   0.66160877 -17.84751731]],0.7,0.20359413171441285
"('Ama__6', 'Antp__6', 'CG8147__6', 'odd__6')",3,0.7,0.1935483546435018,[[ 0.71235381  4.5667704  -5.29560991  1.07105542]],0.7,0.1935483546435018
"('Ama__6', 'Antp__6', 'CG8147__6', 'odd__6')",5,0.7,0.28649501323652793,[[ 1.31015211 -3.66566358 -0.82848134  4.21129029]],0.7,0.28649501323652793
"('Ama__6', 'Antp__6', 'CG8147__6', 'odd__6')",1+2,0.88,0.4605889413668658,[[ 0.8197941   4.83252061 -5.74077516  2.09251435]],0.79,0.4181393469197873
"('Ama__6', 'Antp__6', 'CG8147__6', 'odd__6')",4+6+7,0.7,0.30238627680316926,[[ 1.29836099 -2.85243933  2.64237872  3.69491125]],0.7,0.30238627680316926
"('Ama__6', 'Antp__6', 'CG8147__6', 'peb__6')",3,0.7,0.2383049686796357,[[ 0.056298    6.43750087 -6.34381338 -6.86884463]],0.7,0.2383049686796357
"('Ama__6', 'Antp__6', 'CG8147__6', 'peb__6')",5,0.7,0.09349335815579916,[[ 1.35388407 -0.36003444 -1.30273317 -5.57486069]],0.7,0.09349335815579916
"('Ama__6', 'Antp__6', 'CG8147__6', 'peb__6')",1+2,0.75,0.4695613094861944,[[ 1.27639679  5.8911688  -4.89197797  2.96603178]],0.79,0.45840915215664846
"('Ama__6', 'Antp__6', 'CG8147__6', 'peb__6')",4+6+7,0.7,0.18865951514230483,[[ 0.8517948  -0.09261303  3.16992093 -6.65574517]],0.7,0.18865951514230483
"('Ama__6', 'Antp__6', 'CG8147__6', 'prd__6')",3,0.7,0.15021640250557436,[[ 0.59906067  4.92429788 -4.50510019  1.04085953]],0.7,0.15021640250557436
"('Ama__6', 'Antp__6', 'CG8147__6', 'prd__6')",5,0.72,0.05080889837505644,[[ 1.58236761 -1.77055725 -0.93498075  1.95647831]],0.7,0.048298653459020416
"('Ama__6', 'Antp__6', 'CG8147__6', 'prd__6')",1+2,0.78,0.4806955063027549,[[ 1.06586116  6.05984545 -5.32450311 -0.65233781]],0.79,0.4794560632062242
"('Ama__6', 'Antp__6', 'CG8147__6', 'prd__6')",4+6+7,0.7,0.14235294496254292,[[ 1.36980105 -0.71883803  2.17738021  0.83276366]],0.7,0.14235294496254292
"('Ama__6', 'Antp__6', 'CG8147__6', 'pxb__6')",3,0.7,0.16274556647413715,[[ 0.84521864  5.53333963 -5.35562562 -0.63450271]],0.7,0.16274556647413715
"('Ama__6', 'Antp__6', 'CG8147__6', 'pxb__6')",5,0.7,0.057073949661686586,[[ 2.49349721 -0.18915166 -2.0927941  -2.73309196]],0.7,0.057073949661686586
"('Ama__6', 'Antp__6', 'CG8147__6', 'pxb__6')",1+2,0.77,0.45700714206070137,[[ 0.64394143  5.78668993 -4.33005631  1.83599599]],0.79,0.45399797173934714
"('Ama__6', 'Antp__6', 'CG8147__6', 'pxb__6')",4+6+7,0.7,0.2738911505954158,[[ 2.41082648  0.27937207  0.84456938 -5.25247808]],0.7,0.2738911505954158
"('Ama__6', 'Antp__6', 'CG8147__6', 'rho__6')",3,0.7,0.1649602218680576,[[ 0.60237292  5.6827528  -6.20865051  1.32207659]],0.7,0.1649602218680576
"('Ama__6', 'Antp__6', 'CG8147__6', 'rho__6')",5,0.71,0.08285680862466792,[[ 1.77918203 -0.72886887 -1.64799584  0.43263123]],0.7,0.08142089330679657
"('Ama__6', 'Antp__6', 'CG8147__6', 'rho__6')",1+2,0.82,0.4622389205384874,[[ 0.84442906  5.81257985 -6.23220017  1.71785788]],0.79,0.45362529819207664
"('Ama__6', 'Antp__6', 'CG8147__6', 'rho__6')",4+6+7,0.7,0.1784687099022655,[[ 1.54881371 -0.37934751  1.82906072 -0.51542885]],0.7,0.1784687099022655
"('Ama__6', 'Antp__6', 'CG8147__6', 'sala__6')",3,0.7,0.32381926656902993,[[ 1.89526357  7.23525854 -5.55372763 -8.22164364]],0.7,0.32381926656902993
"('Ama__6', 'Antp__6', 'CG8147__6', 'sala__6')",5,0.71,0.17475688182232632,[[ 3.21196281 -0.15396196 -2.44039849 -6.48674455]],0.7,0.17211077355207488
"('Ama__6', 'Antp__6', 'CG8147__6', 'sala__6')",1+2,0.7,0.5306243852787852,[[ 0.40063941  8.24164038 -2.96392654  5.24550466]],0.79,0.5167415631071346
"('Ama__6', 'Antp__6', 'CG8147__6', 'sala__6')",4+6+7,0.7,0.17026149575291769,[[ 1.56317143 -0.40867227  1.7799119  -0.35988022]],0.7,0.17026149575291769
"('Ama__6', 'Antp__6', 'CG8147__6', 'slp1__6')",3,0.7,0.2161074566209453,[[ 0.62456098  6.25807091 -6.32921346 -3.52694223]],0.7,0.2161074566209453
"('Ama__6', 'Antp__6', 'CG8147__6', 'slp1__6')",5,0.7,0.08849650529097004,[[ 1.87029335 -0.13326892 -2.33701018 -2.98583285]],0.7,0.08849650529097004
"('Ama__6', 'Antp__6', 'CG8147__6', 'slp1__6')",1+2,0.76,0.4655010993235094,[[ 0.98286934  5.79159491 -4.04467612  1.446716  ]],0.79,0.4647167124915748
"('Ama__6', 'Antp__6', 'CG8147__6', 'slp1__6')",4+6+7,0.7,0.2541556712705804,[[ 1.55552584  0.01171277  1.06798608 -2.98316176]],0.7,0.2541556712705804
"('Ama__6', 'Antp__6', 'CG8147__6', 'slp2__6')",3,0.7,0.26621276259244764,[[  1.23277361   6.09224111  -8.06092826 -11.55377873]],0.7,0.26621276259244764
"('Ama__6', 'Antp__6', 'CG8147__6', 'slp2__6')",5,0.7,0.1259262866973462,[[ 2.37623057 -0.85152822 -3.68962159 -8.81103391]],0.7,0.1259262866973462
"('Ama__6', 'Antp__6', 'CG8147__6', 'slp2__6')",1+2,0.8,0.4805798109346375,[[ 0.97043959  5.63630181 -5.44679476 -1.0651079 ]],0.79,0.47727780347343285
"('Ama__6', 'Antp__6', 'CG8147__6', 'slp2__6')",4+6+7,0.7,0.2507001915323755,[[  2.12609253  -0.73849182   0.09249758 -10.83130652]],0.7,0.2507001915323755
"('Ama__6', 'Antp__6', 'CG8147__6', 'sna__6')",3,0.7,0.21797432610190612,[[ 3.06520146  7.00809886 -5.90443283 -2.6959169 ]],0.7,0.21797432610190612
"('Ama__6', 'Antp__6', 'CG8147__6', 'sna__6')",5,0.71,0.1431987607188339,[[ 3.8786387  -0.25266985 -2.37744625 -2.19967633]],0.7,0.13444404656941264
"('Ama__6', 'Antp__6', 'CG8147__6', 'sna__6')",1+2,0.82,0.48784605576389617,[[ 2.76468754  5.77160311 -6.11236983 -1.96629449]],0.79,0.4834147254686832
"('Ama__6', 'Antp__6', 'CG8147__6', 'sna__6')",4+6+7,0.7,0.19515766958913308,[[ 3.25398263 -0.22548576  1.30239871 -1.95981628]],0.7,0.19515766958913308
"('Ama__6', 'Antp__6', 'CG8147__6', 'sob__6')",3,0.7,0.235165837604541,[[-0.2027734   6.0237226  -5.69100403 -4.94503623]],0.7,0.235165837604541
"('Ama__6', 'Antp__6', 'CG8147__6', 'sob__6')",5,0.7,0.08548113347639986,[[ 1.79688157 -0.70130481 -1.55832987 -0.04494043]],0.7,0.08548113347639986
"('Ama__6', 'Antp__6', 'CG8147__6', 'sob__6')",1+2,0.79,0.46646858158069404,[[ 1.58610314  6.11895447 -4.49763964  2.9308602 ]],0.79,0.46646858158069404
"('Ama__6', 'Antp__6', 'CG8147__6', 'sob__6')",4+6+7,0.7,0.20743279666179412,[[ 1.40319238 -0.37829884  1.74821647 -0.48926634]],0.7,0.20743279666179412
"('Ama__6', 'Antp__6', 'CG8147__6', 'srp__6')",3,0.7,0.207517235295902,[[ 0.29686043  6.10893459 -4.74546729 -9.4897317 ]],0.7,0.207517235295902
"('Ama__6', 'Antp__6', 'CG8147__6', 'srp__6')",5,0.7,0.07936118413514966,[[ 1.55627545 -0.72195322 -0.54643112 -3.86804988]],0.7,0.07936118413514966
"('Ama__6', 'Antp__6', 'CG8147__6', 'srp__6')",1+2,0.8,0.4747914672828381,[[ 0.71199954  5.67683619 -4.59162955 -6.26633126]],0.79,0.47120237375205426
"('Ama__6', 'Antp__6', 'CG8147__6', 'srp__6')",4+6+7,0.71,0.2180168701348132,[[ 0.99120397 -0.54494384  3.93036702 -5.20193784]],0.7,0.2179738237250545
"('Ama__6', 'Antp__6', 'CG8147__6', 'tkv__6')",3,0.7,0.15656054929009955,[[ 0.69574019  5.39322267 -5.00004846  0.09825876]],0.7,0.15656054929009955
"('Ama__6', 'Antp__6', 'CG8147__6', 'tkv__6')",5,0.78,0.10853369184466492,[[ 2.97389465 -1.59666821 -0.93748432 -5.40748068]],0.7,0.09531210088771133
"('Ama__6', 'Antp__6', 'CG8147__6', 'tkv__6')",1+2,0.79,0.4826176876453208,[[ 1.51839065  5.36116468 -5.29585242 -2.33396514]],0.79,0.4826176876453208
"('Ama__6', 'Antp__6', 'CG8147__6', 'tkv__6')",4+6+7,0.71,0.2371067569402396,[[ 3.16302899 -1.41757676  3.41399849 -7.54403367]],0.7,0.23307726784598246
"('Ama__6', 'Antp__6', 'CG8147__6', 'tll__6')",3,0.7,0.29131930464265393,[[  0.07132302   6.67033965  -5.10718243 -45.56811149]],0.7,0.29131930464265393
"('Ama__6', 'Antp__6', 'CG8147__6', 'tll__6')",5,0.73,0.16394610771716356,[[  1.17245915  -1.06597496   1.11479005 -33.37888828]],0.7,0.15827466520217684
"('Ama__6', 'Antp__6', 'CG8147__6', 'tll__6')",1+2,0.79,0.48227343015009483,[[ 0.60963007  5.35428704 -3.99327951 -6.81353606]],0.79,0.48227343015009483
"('Ama__6', 'Antp__6', 'CG8147__6', 'tll__6')",4+6+7,0.7,0.21143667020084575,[[  0.58412782  -1.13561903   5.87454234 -13.44528004]],0.7,0.21143667020084575
"('Ama__6', 'Antp__6', 'CG8147__6', 'toc__6')",3,0.7,0.19928127205260718,[[ 0.45190605  5.21254538 -4.28970839 -3.09714671]],0.7,0.19928127205260718
"('Ama__6', 'Antp__6', 'CG8147__6', 'toc__6')",5,0.74,0.10128888809065288,[[ 1.73394298 -1.05224254 -1.40702895 -1.98726117]],0.7,0.08915345344774654
"('Ama__6', 'Antp__6', 'CG8147__6', 'toc__6')",1+2,0.81,0.4719590452310837,[[ 1.06989429  5.97497747 -5.87659028  0.97967627]],0.79,0.4699582686436585
"('Ama__6', 'Antp__6', 'CG8147__6', 'toc__6')",4+6+7,0.7,0.18982666692800798,[[ 1.46602894 -0.39028643  1.83321202 -0.2582704 ]],0.7,0.18982666692800798
"('Ama__6', 'Antp__6', 'CG8147__6', 'trn__6')",3,0.7,0.15764589251514843,[[ 0.64729226  6.06931323 -5.2286952  -1.21799203]],0.7,0.15764589251514843
"('Ama__6', 'Antp__6', 'CG8147__6', 'trn__6')",5,0.85,0.25500075968418817,[[ 1.76965238 -2.48353009 -0.57927645  3.42289981]],0.7,0.19023163750752015
"('Ama__6', 'Antp__6', 'CG8147__6', 'trn__6')",1+2,0.88,0.4287871379212938,[[ 1.13906709  5.34718307 -3.89349319  2.38358324]],0.79,0.41534486455449277
"('Ama__6', 'Antp__6', 'CG8147__6', 'trn__6')",4+6+7,0.7,0.29245231564188007,[[ 1.63282837 -1.64594397  2.63751849  3.52594271]],0.7,0.29245231564188007
"('Ama__6', 'Antp__6', 'CG8147__6', 'tsh__6')",3,0.7,0.49565835859748003,[[ 0.54806731 -8.61853092  1.98279954 11.97437957]],0.7,0.49565835859748003
"('Ama__6', 'Antp__6', 'CG8147__6', 'tsh__6')",5,0.7,0.189695761326249,[[  3.46701531  11.1329209   -3.72389346 -12.5859744 ]],0.7,0.189695761326249
"('Ama__6', 'Antp__6', 'CG8147__6', 'tsh__6')",1+2,0.81,0.47024804944455684,[[ 1.32630711  8.77259971 -5.48074949 -2.01992794]],0.79,0.46047776139829555
"('Ama__6', 'Antp__6', 'CG8147__6', 'tsh__6')",4+6+7,0.7,0.18392841055599823,[[ 1.77377845  1.11223873  1.37954186 -1.49869732]],0.7,0.18392841055599823
"('Ama__6', 'Antp__6', 'CG8147__6', 'twi__6')",3,0.7,0.19150829989651116,[[ 2.77105785  7.00640055 -5.43725272 -2.36218674]],0.7,0.19150829989651116
"('Ama__6', 'Antp__6', 'CG8147__6', 'twi__6')",5,0.76,0.1546838466862587,[[ 4.22122438 -0.0478254  -2.18376225 -2.76638196]],0.7,0.14713204980650185
"('Ama__6', 'Antp__6', 'CG8147__6', 'twi__6')",1+2,0.82,0.4941360097249806,[[ 3.27982063  5.95039975 -6.03167402 -2.58273509]],0.79,0.4870132491430573
"('Ama__6', 'Antp__6', 'CG8147__6', 'twi__6')",4+6+7,0.72,0.1883967182766942,[[ 3.49757359 -0.11208776  1.45727702 -2.32220372]],0.7,0.17824508876520087
"('Ama__6', 'Antp__6', 'CG8147__6', 'zen__6')",3,0.7,0.19158496362267674,[[ 0.51919245  6.88435385 -9.80436747  6.82485783]],0.7,0.19158496362267674
"('Ama__6', 'Antp__6', 'CG8147__6', 'zen__6')",5,0.7,0.07624523310228237,[[ 1.77810439 -0.58999376 -1.96797586  1.32226555]],0.7,0.07624523310228237
"('Ama__6', 'Antp__6', 'CG8147__6', 'zen__6')",1+2,0.78,0.4677191081026704,[[ 0.96299396  5.89177179 -4.13598261 -2.9949938 ]],0.79,0.4624521030608554
"('Ama__6', 'Antp__6', 'CG8147__6', 'zen__6')",4+6+7,0.7,0.20112319469271422,[[ 1.57366033 -0.43380439  2.03251344 -2.02747726]],0.7,0.20112319469271422
"('Ama__6', 'Antp__6', 'CG8147__6', 'KrP__6')",3,0.91,0.7860535977650728,[[ 7.48246769 -3.25116514 11.55911921 31.13748448]],0.7,0.7494002663048275
"('Ama__6', 'Antp__6', 'CG8147__6', 'KrP__6')",5,0.7,0.1554424334087181,[[  2.19841881   8.78921354  -2.29303366 -28.96697855]],0.7,0.1554424334087181
"('Ama__6', 'Antp__6', 'CG8147__6', 'KrP__6')",1+2,0.91,0.515843170690671,[[ 1.17019815 11.44946594 -6.48374579 -7.64327762]],0.79,0.4645587413486974
"('Ama__6', 'Antp__6', 'CG8147__6', 'KrP__6')",4+6+7,0.7,0.19359973496444532,[[ 1.48068302e+00 -1.05560584e-04  1.67099808e+00 -7.15113685e-01]],0.7,0.19359973496444532
"('Ama__6', 'Antp__6', 'CG8147__6', 'gtP__6')",3,0.7,0.19633558141709057,[[ 0.63315369  4.728747   -6.87590926 -5.70450907]],0.7,0.19633558141709057
"('Ama__6', 'Antp__6', 'CG8147__6', 'gtP__6')",5,0.75,0.059385107345331006,[[ 1.86143774 -0.49960318 -0.9410475   1.81395507]],0.7,0.058531188440561155
"('Ama__6', 'Antp__6', 'CG8147__6', 'gtP__6')",1+2,0.86,0.5148045603920752,[[ 1.89894049  9.67670437 -1.3611247   5.80035895]],0.79,0.48812307095673496
"('Ama__6', 'Antp__6', 'CG8147__6', 'gtP__6')",4+6+7,0.7,0.23081611857253567,[[ 1.58774811 -0.68342526  0.99607761 -2.12005506]],0.7,0.23081611857253567
"('Ama__6', 'Antp__6', 'CG8147__6', 'hbP__6]')",3,0.7,0.17635775720830976,[[-0.13446519  5.25097455 -6.88904569 -5.72045816]],0.7,0.17635775720830976
