Model,Stripe,Threshold,MCC,Coefs,Median Threshold,Median MCC
"('Ama__6', 'Antp__6', 'CG11208__6', 'Traf1__6')",1+2,0.85,0.4739719397382299,[[1.06972911 6.60547358 2.83209152 0.46525337]],0.79,0.45650753659967513
"('Ama__6', 'Antp__6', 'CG11208__6', 'Traf1__6')",4+6+7,0.7,0.2540748060251418,[[  0.58435429  -0.9050877  -10.90902651  -0.17934299]],0.7,0.2540748060251418
"('Ama__6', 'Antp__6', 'CG11208__6', 'aay__6')",3,0.7,0.31118660398060743,[[ -0.79258755   7.25805704  -5.42814642 -10.71851185]],0.7,0.31118660398060743
"('Ama__6', 'Antp__6', 'CG11208__6', 'aay__6')",5,0.7,0.14945662732364262,[[ 0.76312441 -0.35055255 -7.95378051 -1.31760485]],0.7,0.14945662732364262
"('Ama__6', 'Antp__6', 'CG11208__6', 'aay__6')",1+2,0.85,0.47229468646836203,[[1.23493188 6.61708077 2.87292761 0.42964372]],0.79,0.4502884161953433
"('Ama__6', 'Antp__6', 'CG11208__6', 'aay__6')",4+6+7,0.7,0.2860398230929898,[[  0.48521126  -1.11085958 -11.5098391   -2.12076923]],0.7,0.2860398230929898
"('Ama__6', 'Antp__6', 'CG11208__6', 'apt__6')",3,0.7,0.1747059994751843,[[-1.50536484  5.12081108 -5.09710603 -7.86971241]],0.7,0.1747059994751843
"('Ama__6', 'Antp__6', 'CG11208__6', 'apt__6')",5,0.7,0.2921422731581792,[[ -0.71278626  -1.63593632  -9.34707339 -16.50656771]],0.7,0.2921422731581792
"('Ama__6', 'Antp__6', 'CG11208__6', 'apt__6')",1+2,0.81,0.4660261680886185,[[ 0.60191582  6.22785768  4.35813471 -4.41050016]],0.79,0.4623733859598972
"('Ama__6', 'Antp__6', 'CG11208__6', 'apt__6')",4+6+7,0.7,0.2635440406881915,[[ 9.33501893e-03 -1.55561134e+00 -1.16240035e+01 -2.65996073e+00]],0.7,0.2635440406881915
"('Ama__6', 'Antp__6', 'CG11208__6', 'bmm__6')",3,0.7,0.2412904748378127,[[-0.99033232  6.2392253   0.38242541 -9.94027859]],0.7,0.2412904748378127
"('Ama__6', 'Antp__6', 'CG11208__6', 'bmm__6')",5,0.7,0.17014650409792276,[[ 0.50003612 -0.5240374  -2.46513958 -9.58134047]],0.7,0.17014650409792276
"('Ama__6', 'Antp__6', 'CG11208__6', 'bmm__6')",1+2,0.73,0.5504931993612946,[[ 4.05732608 10.6666475  -2.51667644  8.6055699 ]],0.79,0.5435934469250046
"('Ama__6', 'Antp__6', 'CG11208__6', 'bmm__6')",4+6+7,0.7,0.24329357226764417,[[ 0.33200931 -0.95016094 -9.37721642 -1.97532411]],0.7,0.24329357226764417
"('Ama__6', 'Antp__6', 'CG11208__6', 'brk__6')",3,0.7,0.18556006413402623,[[-1.06920212  5.86225573 -5.01951948 -1.45450322]],0.7,0.18556006413402623
"('Ama__6', 'Antp__6', 'CG11208__6', 'brk__6')",5,0.7,0.15380776703525773,[[ 1.41711565 -0.64899916 -8.4267565   1.98785638]],0.7,0.15380776703525773
"('Ama__6', 'Antp__6', 'CG11208__6', 'brk__6')",1+2,0.85,0.4756614089964227,[[1.40756674 6.50637718 2.70098317 0.59027338]],0.79,0.4431583979325709
"('Ama__6', 'Antp__6', 'CG11208__6', 'brk__6')",4+6+7,0.7,0.3263448117108951,[[  1.99282182  -1.43586467 -12.51769611   4.34068168]],0.7,0.3263448117108951
"('Ama__6', 'Antp__6', 'CG11208__6', 'bun__6')",3,0.7,0.18480799505931023,[[-0.73339337  6.85060458 -5.17776072  2.07926657]],0.7,0.18480799505931023
"('Ama__6', 'Antp__6', 'CG11208__6', 'bun__6')",5,0.76,0.19826690410816591,[[ 0.9415579   0.07650398 -7.57565306  1.78168276]],0.7,0.19699696478866596
"('Ama__6', 'Antp__6', 'CG11208__6', 'bun__6')",1+2,0.86,0.4998700575773239,[[1.11354617 6.6900427  2.41862719 2.18270938]],0.79,0.4739332471207134
"('Ama__6', 'Antp__6', 'CG11208__6', 'bun__6')",4+6+7,0.7,0.2551038160848124,[[  0.50618322  -1.01323405 -10.89433021  -0.93855123]],0.7,0.2551038160848124
"('Ama__6', 'Antp__6', 'CG11208__6', 'cad__6')",3,0.7,0.1843513305766296,[[-0.5980247   5.68229757 -5.04326572 -1.86256983]],0.7,0.1843513305766296
"('Ama__6', 'Antp__6', 'CG11208__6', 'cad__6')",5,0.7,0.14662131454028993,[[ 0.61639031 -0.36030599 -7.39978685 -4.14519584]],0.7,0.14662131454028993
"('Ama__6', 'Antp__6', 'CG11208__6', 'cad__6')",1+2,0.85,0.47229468646836203,[[1.24324109 6.57605445 2.66434807 0.63820798]],0.79,0.45073927126931085
"('Ama__6', 'Antp__6', 'CG11208__6', 'cad__6')",4+6+7,0.78,0.3569336726688579,[[  0.74610326  -1.05147813 -10.84488108   3.08318774]],0.7,0.35019104028251613
"('Ama__6', 'Antp__6', 'CG11208__6', 'cenG1A__6')",3,0.7,0.15247704943800738,[[-0.13564892  6.01320403 -4.71219943 -4.20048379]],0.7,0.15247704943800738
"('Ama__6', 'Antp__6', 'CG11208__6', 'cenG1A__6')",5,0.7,0.1376785473069462,[[ 1.20459501 -0.29440227 -7.29187961 -4.6716628 ]],0.7,0.1376785473069462
"('Ama__6', 'Antp__6', 'CG11208__6', 'cenG1A__6')",1+2,0.85,0.4714605909551985,[[1.12909632 6.56945123 2.60868244 0.5404542 ]],0.79,0.4474776931833408
"('Ama__6', 'Antp__6', 'CG11208__6', 'cenG1A__6')",4+6+7,0.7,0.3143165517947132,[[  1.30017546  -0.88879847 -10.26234751  -8.35584341]],0.7,0.3143165517947132
"('Ama__6', 'Antp__6', 'CG11208__6', 'cnc__6')",3,0.7,0.1872334946528893,[[-0.97575418  7.08928068 -2.5014049  -7.82669558]],0.7,0.1872334946528893
"('Ama__6', 'Antp__6', 'CG11208__6', 'cnc__6')",5,0.71,0.13226694083218282,[[ 0.68206539 -0.26577863 -6.51049215 -2.67757616]],0.7,0.13065315211931922
"('Ama__6', 'Antp__6', 'CG11208__6', 'cnc__6')",1+2,0.86,0.4727532974753924,[[ 1.14378546  6.4847897   3.01129126 -0.61402023]],0.79,0.45551850805271504
"('Ama__6', 'Antp__6', 'CG11208__6', 'cnc__6')",4+6+7,0.7,0.256311240567001,[[ 0.41591299 -0.8301765  -8.97197792 -3.43964377]],0.7,0.256311240567001
"('Ama__6', 'Antp__6', 'CG11208__6', 'comm2__6')",3,0.7,0.2086920904659862,[[-0.27858706  4.59146443 -6.7192669   2.0673582 ]],0.7,0.2086920904659862
"('Ama__6', 'Antp__6', 'CG11208__6', 'comm2__6')",5,0.73,0.18085812277350483,[[  0.96803358  -1.80046066 -10.61758908   3.45495163]],0.7,0.16791205143788754
"('Ama__6', 'Antp__6', 'CG11208__6', 'comm2__6')",1+2,0.77,0.4602054526417219,[[ 1.94197054  5.64555454 -0.22990869  6.18146159]],0.79,0.45939884595933117
"('Ama__6', 'Antp__6', 'CG11208__6', 'comm2__6')",4+6+7,0.7,0.24970068589412903,[[  0.59408138  -1.31359977 -12.0830432    1.1388341 ]],0.7,0.24970068589412903
"('Ama__6', 'Antp__6', 'CG11208__6', 'croc__6')",3,0.7,0.18850775836736483,[[-0.66753486  5.9564723  -6.18179213  3.23997152]],0.7,0.18850775836736483
"('Ama__6', 'Antp__6', 'CG11208__6', 'croc__6')",5,0.7,0.13563143683500367,[[ 0.8317001  -0.34376463 -7.84026492  0.18837272]],0.7,0.13563143683500367
"('Ama__6', 'Antp__6', 'CG11208__6', 'croc__6')",1+2,0.87,0.451980425686983,[[ 1.27374861  6.73897523  2.94026665 -3.08663082]],0.79,0.41713705871274814
"('Ama__6', 'Antp__6', 'CG11208__6', 'croc__6')",4+6+7,0.7,0.26616356375741385,[[  0.49834258  -0.9179938  -10.23140761  -3.47388559]],0.7,0.26616356375741385
"('Ama__6', 'Antp__6', 'CG11208__6', 'dan__6')",3,0.7,0.17982216187158537,[[-0.5142833   5.67873671 -5.30253891 -0.00851549]],0.7,0.17982216187158537
"('Ama__6', 'Antp__6', 'CG11208__6', 'dan__6')",5,0.7,0.1377108474359558,[[ 0.84145724 -1.1349199  -9.20619573  1.39526928]],0.7,0.1377108474359558
"('Ama__6', 'Antp__6', 'CG11208__6', 'dan__6')",1+2,0.75,0.43870815371362015,[[ 2.66374656  6.20582805 -0.82295873  8.05645375]],0.79,0.437569034431979
"('Ama__6', 'Antp__6', 'CG11208__6', 'dan__6')",4+6+7,0.7,0.239333613239448,[[  0.50652284  -1.3240167  -11.96822835   0.82236269]],0.7,0.239333613239448
"('Ama__6', 'Antp__6', 'CG11208__6', 'danr__6')",3,0.7,0.17869925660487726,[[-1.02091667  6.84121101 -4.03911776 -1.77668459]],0.7,0.17869925660487726
"('Ama__6', 'Antp__6', 'CG11208__6', 'danr__6')",5,0.7,0.1566594006351102,[[  1.14812487  -1.62939995 -10.09801698   2.28795481]],0.7,0.1566594006351102
"('Ama__6', 'Antp__6', 'CG11208__6', 'danr__6')",1+2,0.82,0.44306853125283346,[[3.08394907 6.669528   1.72091742 5.24379083]],0.79,0.4339113021719599
"('Ama__6', 'Antp__6', 'CG11208__6', 'danr__6')",4+6+7,0.7,0.24585322911845586,[[  0.59098389  -1.17351923 -11.61383795   0.61235753]],0.7,0.24585322911845586
"('Ama__6', 'Antp__6', 'CG11208__6', 'dpn__6')",3,0.7,0.1688251875337176,[[-0.52806606  5.43882663 -5.46222982  1.23922579]],0.7,0.1688251875337176
"('Ama__6', 'Antp__6', 'CG11208__6', 'dpn__6')",5,0.7,0.1469166136393224,[[ 0.73713613 -0.11913196 -8.03764476 -1.29071695]],0.7,0.1469166136393224
"('Ama__6', 'Antp__6', 'CG11208__6', 'dpn__6')",1+2,0.85,0.4782188735247541,[[ 1.12182901  6.62075859  2.60068766 -0.85083274]],0.79,0.46499689417327605
"('Ama__6', 'Antp__6', 'CG11208__6', 'dpn__6')",4+6+7,0.7,0.28994506489853566,[[  0.59703901  -1.06963515 -11.03206139   1.2377648 ]],0.7,0.28994506489853566
"('Ama__6', 'Antp__6', 'CG11208__6', 'edl__6')",3,0.7,0.17376460944872332,[[-0.62270551  5.6099568  -5.44662777  0.78270432]],0.7,0.17376460944872332
"('Ama__6', 'Antp__6', 'CG11208__6', 'edl__6')",5,0.7,0.13454874697982389,[[ 0.7566745  -0.26834926 -8.09187159  1.46000221]],0.7,0.13454874697982389
"('Ama__6', 'Antp__6', 'CG11208__6', 'edl__6')",1+2,0.86,0.4714300599220978,[[1.14907083 6.57666756 2.79490714 0.29088252]],0.79,0.45551850805271504
"('Ama__6', 'Antp__6', 'CG11208__6', 'edl__6')",4+6+7,0.7,0.24594986652269663,[[  0.61016233  -0.92343658 -10.59031367  -1.36749001]],0.7,0.24594986652269663
"('Ama__6', 'Antp__6', 'CG11208__6', 'emc__6')",3,0.7,0.20725563436472869,[[-1.31158065  6.5827182  -4.97133032  4.77676298]],0.7,0.20725563436472869
"('Ama__6', 'Antp__6', 'CG11208__6', 'emc__6')",5,0.7,0.13267003836257912,[[ 1.33332484 -0.68278301 -8.3199472  -4.23733015]],0.7,0.13267003836257912
"('Ama__6', 'Antp__6', 'CG11208__6', 'emc__6')",1+2,0.85,0.46930881903533656,[[ 1.3814326   6.56731818  2.79518999 -1.31976071]],0.79,0.4492880508003988
"('Ama__6', 'Antp__6', 'CG11208__6', 'emc__6')",4+6+7,0.7,0.30947102146140937,[[  1.53008473  -1.29308229 -11.86904375  -7.95156526]],0.7,0.30947102146140937
"('Ama__6', 'Antp__6', 'CG11208__6', 'eve__6')",3,0.7,0.21623835212575693,[[-0.45811921  5.42765921 -5.58229851 -1.84211304]],0.7,0.21623835212575693
"('Ama__6', 'Antp__6', 'CG11208__6', 'eve__6')",5,0.7,0.1452305325702975,[[ 0.82939476 -0.4375152  -8.1017948  -3.22953619]],0.7,0.1452305325702975
"('Ama__6', 'Antp__6', 'CG11208__6', 'eve__6')",1+2,0.81,0.5119137010127047,[[ 1.44025122  8.08706504  1.58619781 -5.85646389]],0.79,0.503161404820622
"('Ama__6', 'Antp__6', 'CG11208__6', 'eve__6')",4+6+7,0.7,0.337173836687869,[[  0.73492213  -0.97429847 -11.269849    -3.49008728]],0.7,0.337173836687869
"('Ama__6', 'Antp__6', 'CG11208__6', 'fj__6')",3,0.7,0.28613909752956446,[[ -0.56756138   6.83726388  -3.39973504 -16.82473478]],0.7,0.28613909752956446
"('Ama__6', 'Antp__6', 'CG11208__6', 'fj__6')",5,0.7,0.16737687216104974,[[ 1.2859949  -0.07761217 -7.06706235 -5.9033999 ]],0.7,0.16737687216104974
"('Ama__6', 'Antp__6', 'CG11208__6', 'fj__6')",1+2,0.89,0.43902102247709623,[[0.97143253 7.22630236 2.63401277 5.72493062]],0.79,0.424511869831808
"('Ama__6', 'Antp__6', 'CG11208__6', 'fj__6')",4+6+7,0.72,0.34722463404334475,[[  0.1659168   -1.29977595 -11.80501663   4.41469623]],0.7,0.3434414300364105
"('Ama__6', 'Antp__6', 'CG11208__6', 'fkh__6')",3,0.7,0.25396572995046807,[[ -0.55228703   6.30301327  -3.7425803  -37.46407986]],0.7,0.25396572995046807
"('Ama__6', 'Antp__6', 'CG11208__6', 'fkh__6')",5,0.83,0.21374598119864485,[[  0.85506901  -1.27469071  -7.30611252 -37.1953816 ]],0.7,0.20495279795142568
"('Ama__6', 'Antp__6', 'CG11208__6', 'fkh__6')",1+2,0.8,0.4780867468293853,[[ 0.98138825  5.952007    2.63288432 -4.46984747]],0.79,0.4768064182410908
"('Ama__6', 'Antp__6', 'CG11208__6', 'fkh__6')",4+6+7,0.7,0.3594348019351978,[[ -0.40078149  -3.06154619 -13.4738999   -7.34939604]],0.7,0.3594348019351978
"('Ama__6', 'Antp__6', 'CG11208__6', 'gk__6')",3,0.7,0.14739521001985334,[[-0.30694681  6.82317878 -3.83315937  2.97213469]],0.7,0.14739521001985334
"('Ama__6', 'Antp__6', 'CG11208__6', 'gk__6')",5,0.81,0.2908943335904989,[[ 1.5280948   0.21191196 -4.85582136  4.05535303]],0.7,0.25801825006416557
"('Ama__6', 'Antp__6', 'CG11208__6', 'gk__6')",1+2,0.82,0.4677708556159016,[[ 1.00278442  6.75009395  2.38712453 -1.42429125]],0.79,0.456666975496115
"('Ama__6', 'Antp__6', 'CG11208__6', 'gk__6')",4+6+7,0.7,0.2523190995787225,[[  0.58583428  -0.84572566 -10.7230335    0.20510298]],0.7,0.2523190995787225
"('Ama__6', 'Antp__6', 'CG11208__6', 'h__6')",3,0.7,0.1828022498770391,[[-0.54715955  5.67507184 -5.18981284 -0.54318905]],0.7,0.1828022498770391
"('Ama__6', 'Antp__6', 'CG11208__6', 'h__6')",5,0.7,0.1473322838749602,[[ 0.88556209 -0.51443034 -8.2155218   1.20096049]],0.7,0.1473322838749602
"('Ama__6', 'Antp__6', 'CG11208__6', 'h__6')",1+2,0.83,0.47009395301249923,[[ 1.15180541  6.55862717  2.83794299 -0.37448347]],0.79,0.45635502376756043
"('Ama__6', 'Antp__6', 'CG11208__6', 'h__6')",4+6+7,0.7,0.25444425095630097,[[  0.44806655  -0.81370943 -10.72775059  -1.01408971]],0.7,0.25444425095630097
"('Ama__6', 'Antp__6', 'CG11208__6', 'hkb__6')",3,0.7,0.14545463008641304,[[-0.89742662  5.83881209 -4.90835195 -9.55150491]],0.7,0.14545463008641304
"('Ama__6', 'Antp__6', 'CG11208__6', 'hkb__6')",5,0.7,0.15082032342713586,[[ 0.64039879 -0.51358677 -7.29306294 -9.09516855]],0.7,0.15082032342713586
"('Ama__6', 'Antp__6', 'CG11208__6', 'hkb__6')",1+2,0.85,0.4748211869293354,[[ 1.12394191  6.46391317  2.83793003 -1.5398292 ]],0.79,0.463096579162182
"('Ama__6', 'Antp__6', 'CG11208__6', 'hkb__6')",4+6+7,0.7,0.3585442493186467,[[  0.15613472  -1.40173705 -10.04085504 -14.25028812]],0.7,0.3585442493186467
"('Ama__6', 'Antp__6', 'CG11208__6', 'jumu__6')",3,0.7,0.27048228163589805,[[-0.13225834  7.87785554 -5.26428695 -4.20395184]],0.7,0.27048228163589805
"('Ama__6', 'Antp__6', 'CG11208__6', 'jumu__6')",5,0.7,0.12080414415863289,[[ 0.68623108 -0.52518701 -7.85435468  0.58045092]],0.7,0.12080414415863289
"('Ama__6', 'Antp__6', 'CG11208__6', 'jumu__6')",1+2,0.83,0.47367583123406903,[[ 1.3292577   6.75258118  2.75987131 -0.97584654]],0.79,0.46878672060931426
"('Ama__6', 'Antp__6', 'CG11208__6', 'jumu__6')",4+6+7,0.7,0.24714098232357376,[[  0.52894741  -0.92002763 -10.8643098    0.10971645]],0.7,0.24714098232357376
"('Ama__6', 'Antp__6', 'CG11208__6', 'ken__6')",3,0.7,0.1982641709945034,[[ -1.01550806   4.93209352  -5.12473467 -15.50524278]],0.7,0.1982641709945034
"('Ama__6', 'Antp__6', 'CG11208__6', 'ken__6')",5,0.7,0.2514850961849538,[[  0.16591003  -1.36867925  -7.5925634  -31.40733092]],0.7,0.2514850961849538
"('Ama__6', 'Antp__6', 'CG11208__6', 'ken__6')",1+2,0.72,0.532488403205961,[[2.7088924  8.61171212 3.74857012 6.38148603]],0.79,0.5142470644316225
"('Ama__6', 'Antp__6', 'CG11208__6', 'ken__6')",4+6+7,0.71,0.3423190798621106,[[  0.87517949  -0.88959141 -10.21275795   2.1060834 ]],0.7,0.34214197447484695
"('Ama__6', 'Antp__6', 'CG11208__6', 'kni__6')",3,0.7,0.17982216187158537,[[-0.47114567  5.52159468 -5.16616777 -0.39289322]],0.7,0.17982216187158537
"('Ama__6', 'Antp__6', 'CG11208__6', 'kni__6')",5,0.7,0.154868706748251,[[ 0.71522486 -0.09496911 -8.24026088  0.91792702]],0.7,0.154868706748251
"('Ama__6', 'Antp__6', 'CG11208__6', 'kni__6')",1+2,0.91,0.4253938989619687,[[  1.56036621   6.25823435   4.51972302 -11.30992465]],0.79,0.4023896300654232
"('Ama__6', 'Antp__6', 'CG11208__6', 'kni__6')",4+6+7,0.7,0.2597770278303272,[[  0.50052079  -0.58263415 -11.42297791   1.11028064]],0.7,0.2597770278303272
"('Ama__6', 'Antp__6', 'CG11208__6', 'knrl__6')",3,0.7,0.16090256879464512,[[ -0.6360017    6.4067225   -3.00789785 -11.4114982 ]],0.7,0.16090256879464512
"('Ama__6', 'Antp__6', 'CG11208__6', 'knrl__6')",5,0.7,0.12702318267776153,[[ 0.86227237 -0.39833459 -7.32851133 -1.28406864]],0.7,0.12702318267776153
"('Ama__6', 'Antp__6', 'CG11208__6', 'knrl__6')",1+2,0.87,0.468854881356336,[[ 1.28945234  6.20078385  4.82969557 -9.04718889]],0.79,0.43140964765500545
"('Ama__6', 'Antp__6', 'CG11208__6', 'knrl__6')",4+6+7,0.7,0.2910262359899976,[[ 0.61166584 -1.08770826 -9.07491376 -6.11268893]],0.7,0.2910262359899976
"('Ama__6', 'Antp__6', 'CG11208__6', 'lok__6')",3,0.7,0.3101785945686686,[[ 1.76429279  1.7836719  -9.42993618  7.18014384]],0.7,0.3101785945686686
"('Ama__6', 'Antp__6', 'CG11208__6', 'lok__6')",5,0.7,0.11054147101888631,[[ 0.68825214  2.26547508 -4.91762802 -9.53644429]],0.7,0.11054147101888631
"('Ama__6', 'Antp__6', 'CG11208__6', 'lok__6')",1+2,0.87,0.45510679582534874,[[1.68988601 5.32026858 1.70715315 2.50948019]],0.79,0.4323037018132739
"('Ama__6', 'Antp__6', 'CG11208__6', 'lok__6')",4+6+7,0.7,0.32952696815621907,[[ 0.34153226  0.90776913 -8.06410637 -6.31821696]],0.7,0.32952696815621907
"('Ama__6', 'Antp__6', 'CG11208__6', 'mfas__6')",3,0.7,0.17368592954569426,[[-0.42930118  5.62731105 -5.39651527  0.26632676]],0.7,0.17368592954569426
"('Ama__6', 'Antp__6', 'CG11208__6', 'mfas__6')",5,0.71,0.1291673554089712,[[ 0.25305199  0.12132565 -7.57966199 -2.6424819 ]],0.7,0.1261249950586858
"('Ama__6', 'Antp__6', 'CG11208__6', 'mfas__6')",1+2,0.86,0.4714300599220978,[[1.35893606 6.47870106 2.77291527 0.57395264]],0.79,0.458080560444815
"('Ama__6', 'Antp__6', 'CG11208__6', 'mfas__6')",4+6+7,0.7,0.25595842652171824,[[  0.89185268  -1.16758185 -11.31350805   1.29751796]],0.7,0.25595842652171824
"('Ama__6', 'Antp__6', 'CG11208__6', 'noc__6')",3,0.7,0.15601720998957602,[[-0.66282422  5.81932323 -3.19271286 -8.36074861]],0.7,0.15601720998957602
"('Ama__6', 'Antp__6', 'CG11208__6', 'noc__6')",5,0.7,0.17303898417647276,[[ 0.77851891 -0.21911866 -5.29219148 -8.62205816]],0.7,0.17303898417647276
"('Ama__6', 'Antp__6', 'CG11208__6', 'noc__6')",1+2,0.7,0.5164716646963075,[[ 2.17277096  8.81005984 -0.03158236  6.82994777]],0.79,0.5131599071930805
"('Ama__6', 'Antp__6', 'CG11208__6', 'noc__6')",4+6+7,0.7,0.23415947488763425,[[ 0.54178269 -0.95092813 -9.78683827 -2.26212687]],0.7,0.23415947488763425
"('Ama__6', 'Antp__6', 'CG11208__6', 'nub__6')",3,0.7,0.19139869664545855,[[-0.25162051  5.51136535 -5.46041451 -1.69506127]],0.7,0.19139869664545855
"('Ama__6', 'Antp__6', 'CG11208__6', 'nub__6')",5,0.7,0.28266694744651794,[[-0.2858096  -0.59600013 -8.19885997  5.64704344]],0.7,0.28266694744651794
"('Ama__6', 'Antp__6', 'CG11208__6', 'nub__6')",1+2,0.86,0.5013762807221661,[[  2.15146718   6.38101898   2.15600803 -12.96051891]],0.79,0.4803396614360514
"('Ama__6', 'Antp__6', 'CG11208__6', 'nub__6')",4+6+7,0.7,0.2501874123393608,[[  0.12372382  -0.81536441 -11.49712726   1.94954836]],0.7,0.2501874123393608
"('Ama__6', 'Antp__6', 'CG11208__6', 'numb__6')",3,0.7,0.18593256185334214,[[-0.37378668  5.83954399 -5.6823449   0.94849083]],0.7,0.18593256185334214
"('Ama__6', 'Antp__6', 'CG11208__6', 'numb__6')",5,0.7,0.2242394783317037,[[ 1.34427447 -0.20319939 -8.66482521  3.1545258 ]],0.7,0.2242394783317037
"('Ama__6', 'Antp__6', 'CG11208__6', 'numb__6')",1+2,0.79,0.4281952522902862,[[ 0.87439462  8.29476081  5.8085789  -4.66968642]],0.79,0.4281952522902862
"('Ama__6', 'Antp__6', 'CG11208__6', 'numb__6')",4+6+7,0.7,0.24581150466780174,[[  0.47606663  -0.88701522 -10.71688015  -0.4679818 ]],0.7,0.24581150466780174
"('Ama__6', 'Antp__6', 'CG11208__6', 'oc__6')",3,0.7,0.2166673260009116,[[ -0.31392598   5.8475138   -2.20083242 -19.00432358]],0.7,0.2166673260009116
"('Ama__6', 'Antp__6', 'CG11208__6', 'oc__6')",5,0.7,0.15351903171238906,[[ 0.900447   -0.53779328 -6.47123391 -5.07047992]],0.7,0.15351903171238906
"('Ama__6', 'Antp__6', 'CG11208__6', 'oc__6')",1+2,0.87,0.4651012037576743,[[  1.68557092   6.34414625  12.59824735 -14.55052161]],0.79,0.4452725886031504
"('Ama__6', 'Antp__6', 'CG11208__6', 'oc__6')",4+6+7,0.7,0.29891338623835356,[[  0.65766455  -1.27462179  -9.11856491 -13.16294071]],0.7,0.29891338623835356
"('Ama__6', 'Antp__6', 'CG11208__6', 'odd__6')",3,0.7,0.16489288386358741,[[-0.53856944  4.88847222 -5.43764989  1.04115141]],0.7,0.16489288386358741
"('Ama__6', 'Antp__6', 'CG11208__6', 'odd__6')",5,0.79,0.3263544381719577,[[ 0.53111464 -3.00210288 -7.51731164  3.89239029]],0.7,0.3245089026244548
"('Ama__6', 'Antp__6', 'CG11208__6', 'odd__6')",1+2,0.85,0.46984423929392133,[[1.07631335 5.6231247  3.32598898 2.31881791]],0.79,0.4547159545661291
"('Ama__6', 'Antp__6', 'CG11208__6', 'odd__6')",4+6+7,0.7,0.4152152046257444,[[  0.40734026  -3.25048736 -12.06052667   3.47342293]],0.7,0.4152152046257444
"('Ama__6', 'Antp__6', 'CG11208__6', 'peb__6')",3,0.7,0.1757636486598707,[[-0.95914902  6.14549306 -4.75160235 -3.92639153]],0.7,0.1757636486598707
"('Ama__6', 'Antp__6', 'CG11208__6', 'peb__6')",5,0.7,0.13318890713469256,[[ 0.54456772 -0.35705577 -7.65581943 -3.2624174 ]],0.7,0.13318890713469256
"('Ama__6', 'Antp__6', 'CG11208__6', 'peb__6')",1+2,0.83,0.46770939669411976,[[1.33215905 6.67979378 2.68735389 1.28659016]],0.79,0.4476821986505512
"('Ama__6', 'Antp__6', 'CG11208__6', 'peb__6')",4+6+7,0.7,0.29690107922516906,[[  0.29031538  -0.96010505 -10.56770089  -3.69934791]],0.7,0.29690107922516906
"('Ama__6', 'Antp__6', 'CG11208__6', 'prd__6')",3,0.7,0.1688251875337176,[[-0.60460761  4.95228737 -5.59541878  1.30724971]],0.7,0.1688251875337176
"('Ama__6', 'Antp__6', 'CG11208__6', 'prd__6')",5,0.7,0.16287832288866172,[[ 0.61216151 -1.43838029 -8.4391326   2.03101033]],0.7,0.16287832288866172
"('Ama__6', 'Antp__6', 'CG11208__6', 'prd__6')",1+2,0.85,0.4706294899565805,[[1.170872   6.51322138 2.85361477 0.15697676]],0.79,0.4582940562348556
"('Ama__6', 'Antp__6', 'CG11208__6', 'prd__6')",4+6+7,0.7,0.2506179056711122,[[  0.47545284  -1.1697035  -11.15733      0.51319209]],0.7,0.2506179056711122
"('Ama__6', 'Antp__6', 'CG11208__6', 'pxb__6')",3,0.7,0.185003968547476,[[-0.71293253  5.45147054 -5.73088857  1.02995426]],0.7,0.185003968547476
"('Ama__6', 'Antp__6', 'CG11208__6', 'pxb__6')",5,0.7,0.12186416549358853,[[ 1.11297809 -0.09160786 -7.55456604 -1.16539634]],0.7,0.12186416549358853
"('Ama__6', 'Antp__6', 'CG11208__6', 'pxb__6')",1+2,0.82,0.4589166086304676,[[0.8462109  6.52651833 2.52695866 1.9629302 ]],0.79,0.4522153413346345
"('Ama__6', 'Antp__6', 'CG11208__6', 'pxb__6')",4+6+7,0.73,0.2998976947571511,[[ 1.2794853  -0.22547769 -9.55143148 -3.50755062]],0.7,0.2922644060490721
"('Ama__6', 'Antp__6', 'CG11208__6', 'rho__6')",3,0.7,0.17008788822089413,[[-0.79837896  5.9036281  -5.41952639  1.12008844]],0.7,0.17008788822089413
"('Ama__6', 'Antp__6', 'CG11208__6', 'rho__6')",5,0.7,0.1362602237435549,[[ 0.73055886 -0.38112372 -7.95322229  0.61805687]],0.7,0.1362602237435549
"('Ama__6', 'Antp__6', 'CG11208__6', 'rho__6')",1+2,0.84,0.47493761562656756,[[0.9890439  6.5657268  2.61446221 1.05108217]],0.79,0.45717483080222854
"('Ama__6', 'Antp__6', 'CG11208__6', 'rho__6')",4+6+7,0.7,0.24689239783360642,[[  0.52898062  -0.93457402 -10.95420009   0.16165586]],0.7,0.24689239783360642
